from_type,from_val,to_type,to_val,source,weight
Measure,Absolute Mobility Measures,RqType,Perceptions of Mobility and Attitudes,citation,1
Measure,Absolute Mobility Measures,RqType,"Policy, Institutional, and Geographic Impacts",citation,1
Measure,Absolute Mobility Measures,DataType,Others_DataType,citation,1
Measure,Absolute Mobility Measures,Measure,Rank‐based Measures,citation,1
DataType,Linked Administrative Data,DataType,Panel/Longitudinal Surveys,citation,1
DataType,Linked Administrative Data,Measure,Decomposition / Structural Approaches,citation,1
DataType,Linked Administrative Data,Measure,Absolute Mobility Measures,citation,1
DataType,Linked Administrative Data,RqType,Measurement and Methodological Advances,citation,1
DataType,Linked Administrative Data,Measure,Transition Matrix / Probability Measures,citation,1
DataType,Linked Administrative Data,DataType,International Panel Data,citation,1
DataType,Linked Administrative Data,DataType,Linked Administrative Data,citation,1
DataType,Linked Administrative Data,RqType,Intergenerational Wealth Mobility and Inheritance,citation,1
DataType,Linked Administrative Data,Measure,Regression‐based Measures,citation,1
DataType,Linked Administrative Data,Measure,Absolute Mobility Measures,citation,1
DataType,Linked Administrative Data,DataType,National Survey Data,citation,1
DataType,Linked Administrative Data,DataType,International Panel Data,citation,1
DataType,Linked Administrative Data,DataType,National Survey Data,citation,1
DataType,Linked Administrative Data,RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",citation,1
DataType,Linked Administrative Data,DataType,Linked Administrative Data,citation,1
DataType,Linked Administrative Data,DataType,Linked Administrative Data,citation,1
DataType,Linked Administrative Data,RqType,Intergenerational Wealth Mobility and Inheritance,citation,1
DataType,Linked Administrative Data,RqType,Empirical Estimates and Determinants,citation,1
DataType,Linked Administrative Data,Measure,Transition Matrix / Probability Measures,citation,1
DataType,Linked Administrative Data,DataType,Administrative/Registry Data,citation,1
DataType,Linked Administrative Data,DataType,National Survey Data,citation,1
DataType,Linked Administrative Data,Measure,Rank‐based Measures,citation,1
DataType,Linked Administrative Data,DataType,National Survey Data,citation,1
DataType,Linked Administrative Data,Measure,Rank‐based Measures,citation,1
DataType,Linked Administrative Data,DataType,Linked Administrative Data,citation,1
DataType,Linked Administrative Data,RqType,Intergenerational Wealth Mobility and Inheritance,citation,1
DataType,Linked Administrative Data,RqType,Intergenerational Wealth Mobility and Inheritance,citation,1
DataType,Linked Administrative Data,Measure,Regression‐based Measures,citation,1
DataType,Linked Administrative Data,DataType,Administrative/Registry Data,citation,1
DataType,Linked Administrative Data,RqType,Intergenerational Wealth Mobility and Inheritance,citation,1
DataType,Linked Administrative Data,DataType,Archival/Historical Data,citation,1
DataType,Linked Administrative Data,DataType,No dataset,citation,1
DataType,Linked Administrative Data,RqType,Theoretical and Structural Models,citation,1
DataType,Linked Administrative Data,Measure,Absolute Mobility Measures,citation,1
DataType,Linked Administrative Data,DataType,No dataset,citation,1
DataType,Linked Administrative Data,RqType,Measurement and Methodological Advances,citation,1
DataType,Linked Administrative Data,RqType,Empirical Estimates and Determinants,citation,1
DataType,Linked Administrative Data,DataType,National Survey Data,citation,1
DataType,Linked Administrative Data,Measure,Non‐parametric Approaches,citation,1
DataType,Linked Administrative Data,DataType,Administrative/Registry Data,citation,1
DataType,Linked Administrative Data,Measure,Others_Measure,citation,1
DataType,Linked Administrative Data,RqType,Intergenerational Wealth Mobility and Inheritance,citation,1
DataType,Linked Administrative Data,Measure,Regression‐based Measures,citation,1
DataType,Linked Administrative Data,Measure,Decomposition / Structural Approaches,citation,1
DataType,Linked Administrative Data,RqType,Empirical Estimates and Determinants,citation,1
DataType,Linked Administrative Data,Measure,Regression‐based Measures,citation,1
DataType,Linked Administrative Data,DataType,National Survey Data,citation,1
DataType,Linked Administrative Data,DataType,Archival/Historical Data,citation,1
DataType,Linked Administrative Data,DataType,Big Data,citation,1
DataType,Linked Administrative Data,Measure,Absolute Mobility Measures,citation,1
DataType,Linked Administrative Data,RqType,Measurement and Methodological Advances,citation,1
DataType,Linked Administrative Data,RqType,Measurement and Methodological Advances,citation,1
DataType,Linked Administrative Data,DataType,University/Institution Data,citation,1
DataType,Linked Administrative Data,RqType,Intergenerational Wealth Mobility and Inheritance,citation,1
DataType,Linked Administrative Data,DataType,Administrative/Registry Data,citation,1
DataType,Linked Administrative Data,Measure,Rank‐based Measures,citation,1
DataType,Linked Administrative Data,Measure,Regression‐based Measures,citation,1
DataType,Linked Administrative Data,DataType,Panel/Longitudinal Surveys,citation,1
RqType,Intergenerational Wealth Mobility and Inheritance,DataType,Others_DataType,citation,1
RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Transition Matrix / Probability Measures,citation,1
RqType,Intergenerational Wealth Mobility and Inheritance,DataType,Panel/Longitudinal Surveys,citation,1
RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Non‐parametric Approaches,citation,1
RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Transition Matrix / Probability Measures,citation,1
RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Absolute Mobility Measures,citation,1
RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Transition Matrix / Probability Measures,citation,1
RqType,Intergenerational Wealth Mobility and Inheritance,DataType,Administrative/Registry Data,citation,1
RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Others_Measure,citation,1
RqType,Intergenerational Wealth Mobility and Inheritance,RqType,Empirical Estimates and Determinants,citation,1
RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Rank‐based Measures,citation,1
RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Transition Matrix / Probability Measures,citation,1
RqType,Intergenerational Wealth Mobility and Inheritance,RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",citation,1
RqType,Intergenerational Wealth Mobility and Inheritance,RqType,Measurement and Methodological Advances,citation,1
RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Others_Measure,citation,1
RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Transition Matrix / Probability Measures,citation,1
RqType,Intergenerational Wealth Mobility and Inheritance,DataType,Linked Administrative Data,citation,1
RqType,Intergenerational Wealth Mobility and Inheritance,RqType,Measurement and Methodological Advances,citation,1
RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Absolute Mobility Measures,citation,1
RqType,Intergenerational Wealth Mobility and Inheritance,RqType,Measurement and Methodological Advances,citation,1
RqType,Intergenerational Wealth Mobility and Inheritance,DataType,Archival/Historical Data,citation,1
RqType,Intergenerational Wealth Mobility and Inheritance,DataType,Administrative/Registry Data,citation,1
RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Rank‐based Measures,citation,1
RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Multigenerational Measures,citation,1
RqType,Intergenerational Wealth Mobility and Inheritance,DataType,Archival/Historical Data,citation,1
RqType,Intergenerational Wealth Mobility and Inheritance,DataType,Natural/Experimental Data,citation,1
RqType,Intergenerational Wealth Mobility and Inheritance,RqType,Theoretical and Structural Models,citation,1
RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Rank‐based Measures,citation,1
RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Absolute Mobility Measures,citation,1
RqType,Intergenerational Wealth Mobility and Inheritance,DataType,National Survey Data,citation,1
RqType,Intergenerational Wealth Mobility and Inheritance,DataType,Panel/Longitudinal Surveys,citation,1
RqType,Intergenerational Wealth Mobility and Inheritance,DataType,Linked Administrative Data,citation,1
RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Rank‐based Measures,citation,1
RqType,Intergenerational Wealth Mobility and Inheritance,DataType,Linked Administrative Data,citation,1
RqType,Intergenerational Wealth Mobility and Inheritance,DataType,No dataset,citation,1
RqType,Intergenerational Wealth Mobility and Inheritance,RqType,Theoretical and Structural Models,citation,1
RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Decomposition / Structural Approaches,citation,1
RqType,Intergenerational Wealth Mobility and Inheritance,DataType,Administrative/Registry Data,citation,1
RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Absolute Mobility Measures,citation,1
RqType,Intergenerational Wealth Mobility and Inheritance,DataType,Linked Administrative Data,citation,1
RqType,Intergenerational Wealth Mobility and Inheritance,DataType,Panel/Longitudinal Surveys,citation,1
RqType,Intergenerational Wealth Mobility and Inheritance,DataType,Archival/Historical Data,citation,1
RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Absolute Mobility Measures,citation,1
RqType,Intergenerational Wealth Mobility and Inheritance,RqType,Intergenerational Wealth Mobility and Inheritance,citation,1
RqType,Intergenerational Wealth Mobility and Inheritance,DataType,Others_DataType,citation,1
RqType,Intergenerational Wealth Mobility and Inheritance,RqType,"Policy, Institutional, and Geographic Impacts",citation,1
RqType,Intergenerational Wealth Mobility and Inheritance,RqType,Measurement and Methodological Advances,citation,1
RqType,Intergenerational Wealth Mobility and Inheritance,DataType,National Survey Data,citation,1
RqType,Intergenerational Wealth Mobility and Inheritance,DataType,No dataset,citation,1
RqType,Intergenerational Wealth Mobility and Inheritance,RqType,Theoretical and Structural Models,citation,1
RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Decomposition / Structural Approaches,citation,1
RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Absolute Mobility Measures,citation,1
RqType,Intergenerational Wealth Mobility and Inheritance,DataType,Others_DataType,citation,1
RqType,Intergenerational Wealth Mobility and Inheritance,DataType,Archival/Historical Data,citation,1
RqType,Intergenerational Wealth Mobility and Inheritance,DataType,Big Data,citation,1
RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Others_Measure,citation,1
RqType,Intergenerational Wealth Mobility and Inheritance,RqType,Intergenerational Wealth Mobility and Inheritance,citation,1
RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Multigenerational Measures,citation,1
RqType,Intergenerational Wealth Mobility and Inheritance,DataType,Archival/Historical Data,citation,1
RqType,Intergenerational Wealth Mobility and Inheritance,DataType,Administrative/Registry Data,citation,1
RqType,Intergenerational Wealth Mobility and Inheritance,RqType,"Policy, Institutional, and Geographic Impacts",citation,1
RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Decomposition / Structural Approaches,citation,1
Measure,Regression‐based Measures,RqType,Theoretical and Structural Models,citation,1
Measure,Regression‐based Measures,RqType,Theoretical and Structural Models,citation,1
Measure,Regression‐based Measures,Measure,Transition Matrix / Probability Measures,citation,1
Measure,Regression‐based Measures,DataType,Administrative/Registry Data,citation,1
Measure,Regression‐based Measures,Measure,Others_Measure,citation,1
